0,-19.8234,3.9309,1.5819,0.0856,-3.372,0.5537,0.9754
1,-42.5655,14.3797,1.7457,0.7475,-11.4271,0.4369,0.6995
2,-36.8863,18.0183,1.3653,0.2527,-17.5573,0.4099,0.7021
3,-33.5298,22.3801,0.6406,0.2154,-17.0241,0.333,0.7308
4,-20.9516,15.6489,0.7903,0.1001,-7.9766,0.3159,0.6975
5,-21.9582,15.1716,0.7435,0.0265,-20.0852,0.3784,0.6927
6,-0.4068,-2.9659,1.5342,0.0153,0.4918,0.354,2.2088
7,-0.43,-0.8577,0.7366,0.0199,-1.4565,0.3373,0.8274
8,-6.0674,3.8948,1.2892,0.0491,-3.9621,0.3309,0.6818
9,-9.6931,7.6347,0.8403,0.0107,-6.6283,0.3529,1.2495
10,-5.4063,2.6672,1.0138,0.0143,-1.8514,0.3667,0.7268
11,-8.012,6.1145,0.5538,0.0452,-3.7645,0.3625,1.6036
12,-3.4947,1.3769,0.9078,0.0036,-1.6064,0.2995,2.3946
13,-10.0171,4.366,0.8203,0.0486,-7.6451,0.3759,1.0895
14,-1.4138,0.8286,0.8487,0.0116,0.4685,0.3206,0.8998
15,-2.61,-0.1636,0.6572,0.0024,-0.8843,0.3524,0.8573
16,9.4406,-12.4801,0.7536,0.1918,-1.6076,0.3357,1.9161
17,-6.738,1.6614,0.9681,0.0301,-2.977,0.3942,0.6674
18,1.9141,-2.9632,0.5425,0.0697,9.6424,0.3555,0.9801
19,-20.4012,15.0675,0.9171,0.0381,-9.6762,0.3161,4.1077
20,1.1754,-10.1652,1.8026,0.0519,14.4572,0.3855,6.485
21,-18.7695,6.6332,2.5624,0.1168,-15.3386,0.374,2.2102
22,-10.7791,6.0415,0.6788,0.0621,-5.1985,0.3637,1.2541
23,-10.0411,-0.839,1.034,0.1597,1.9835,0.325,1.6511
24,-11.7806,4.4256,1.7317,0.0384,-1.4878,0.3417,1.0479
25,-24.3485,8.7194,0.9195,0.2279,-9.1584,0.3407,1.466
26,-5.6933,-1.6308,1.2532,0.0892,3.3361,0.2903,2.8362
27,-4.4921,-3.7876,1.8639,0.1457,3.468,0.3242,7.0014
28,-17.3137,8.3217,1.1587,0.2018,-19.327,0.3096,2.5722
29,-5.049,-10.4377,0.4649,0.5355,18.3628,0.3381,1.7442
30,14.064,-23.4536,0.5261,0.0916,19.7572,0.3472,1.2272
31,-8.7886,-1.591,2.73,0.14,-9.1754,0.3614,6.1604
32,-29.026,8.226,0.9834,0.4596,-9.2979,0.3759,2.7823
33,-15.2807,9.346,1.2449,0.0578,-1.5355,0.3179,1.3077
34,-16.289,2.8705,1.7103,0.1327,0.3471,0.3244,2.0521
35,-4.82,-1.8209,0.3525,0.0742,-0.6186,0.2681,2.2015
36,-16.9851,7.5216,0.6816,0.1206,-10.8301,0.3256,1.404
37,-20.7058,8.0733,0.914,0.298,-8.4244,0.2713,1.4711
38,-16.6276,7.9537,0.6199,0.1926,-7.4356,0.2715,2.2733
39,-23.326,12.8061,1.0299,0.1084,-16.4285,0.3125,1.4815
40,-12.3412,-3.8333,1.837,0.2316,7.816,0.3694,1.3483
41,0.1273,-9.4494,1.1802,0.2633,6.3318,0.3058,3.7482
42,-20.5871,8.499,0.5086,0.1119,-11.6622,0.2809,1.8792
43,-16.5196,7.7802,0.9176,0.1252,-6.2979,0.2698,2.298
44,-11.3594,-0.9177,0.9256,0.1445,-1.7736,0.3439,1.3887
45,-26.7237,20.1774,0.9277,0.1149,-21.0717,0.2812,1.9359
46,-15.0087,7.2278,0.8844,0.1159,2.3173,0.2693,1.6265
47,-29.2862,23.3491,0.5508,0.0825,-25.9866,0.2946,2.0523
48,-2.049,-0.9958,0.3922,0.0546,-4.3774,0.2884,1.5316
49,-9.6583,3.7043,0.7358,0.1568,1.7372,0.2739,1.3551
50,-3.259,-0.6724,0.6883,0.0279,-2.1557,0.2696,1.7568
51,-12.4589,7.2163,0.571,0.0367,-5.7954,0.3069,1.54
52,-34.7618,24.7638,0.954,0.2099,-20.5201,0.2745,2.041
53,-7.9475,3.6005,0.3776,0.0254,-3.7415,0.2515,1.7259
54,-9.5266,-0.8062,0.6633,0.1049,4.1049,0.4231,1.7791
55,-6.6792,0.0903,0.8745,0.071,-0.506,0.2648,1.4592
56,-24.5379,11.5233,4.5275,0.2063,-4.8519,0.3545,3.1606
57,-14.8972,5.6754,0.5308,0.1535,-4.1498,0.3125,1.2702
58,-12.5554,5.4229,0.4821,0.0507,-7.8347,0.3096,1.4502
59,-12.5253,5.8614,0.454,0.0828,-4.983,0.2821,2.6506
60,-8.2847,3.7793,0.8331,0.0555,-5.4333,0.2605,1.5949
61,-15.6091,10.2668,0.8104,0.0672,-8.5593,0.2694,1.8895
62,-16.2669,11.8716,0.3881,0.0313,-14.5687,0.2782,2.6791
63,-16.2356,11.2154,0.4109,0.0454,-8.5548,0.2795,1.8044
64,-5.59,2.7807,0.8274,0.0309,-3.7853,0.2553,1.5156
65,-7.7059,4.2673,0.3521,0.0121,-7.4526,0.2669,3.3838
66,-16.6867,12.6848,0.6243,0.0258,-8.9778,0.2788,1.3732
67,-8.2591,3.5347,0.1899,0.0206,-2.4232,0.3266,1.9344
68,-10.757,7.7528,0.4929,0.0156,-7.4412,0.2715,1.4251
69,-17.3136,12.8262,0.626,0.0428,-13.7319,0.2629,1.6172
70,-16.672,12.5717,0.3179,0.016,-15.2873,0.2873,1.2039
71,-9.2,6.7158,0.8372,0.0148,-6.209,0.2792,2.694
72,-5.4044,0.802,0.2701,0.09,5.3392,0.293,2.5
73,-18.0216,15.0186,0.4018,0.0047,-18.0284,0.3135,1.8563
74,13.3495,-16.3565,0.6622,0.0057,19.9488,0.2629,1.1495
75,3.8019,-11.5325,0.4092,0.0844,15.1377,0.273,1.5949
76,-20.5978,14.6369,0.7879,0.0388,-19.0208,0.3542,2.2349
77,-17.7908,15.1499,0.3991,0.0225,-13.2272,0.2634,1.6333
78,-0.4682,-2.895,0.8133,0.0071,2.7857,0.2641,1.2695
79,-0.8377,-1.2829,0.2801,0.0063,0.2743,0.2432,1.8664
80,-11.8471,8.3754,0.6428,0.0059,-10.8194,0.2776,1.7596
81,-8.3467,3.9499,0.599,0.0467,-4.1363,0.2477,1.7158
82,4.4634,-11.2636,0.8386,0.0419,9.2169,0.2832,1.2886
83,-27.1086,21.5161,0.455,0.0669,-20.7109,0.3094,1.6973
84,-17.6394,13.4272,1.2204,0.0171,-13.6454,0.2818,0.8527
85,2.6887,-5.0965,0.5231,0.0172,3.8344,0.2671,1.9587
86,-6.6434,2.2529,0.2214,0.0463,-1.7481,0.2771,1.5125
87,-0.8626,-1.3948,0.4356,0.0194,-0.3084,0.2734,2.0393
88,-7.4922,4.6951,0.9061,0.0048,-6.6108,0.2645,2.585
89,-13.6761,9.9004,0.4671,0.0249,-8.098,0.3483,1.7338
90,-11.1672,8.3646,0.2888,0.0187,-7.1392,0.2501,1.8159
91,-7.2006,3.0449,0.1987,0.0311,-7.1421,0.2482,2.2047
92,-15.102,11.5398,0.4911,0.0304,-15.6022,0.2799,1.3557
93,-1.8368,-2.0702,0.2024,0.0058,2.6508,0.2872,1.8546
94,-11.5678,6.5,0.3395,0.0837,-6.8951,0.3113,1.2567
95,-7.9143,4.6449,0.8339,0.0163,-2.2668,0.2558,1.1822
96,-21.7757,18.2488,0.4813,0.0419,-15.241,0.252,1.2028
97,-18.1211,14.2296,0.3348,0.0169,-17.0792,0.3091,1.1055
98,2.1947,-4.0252,0.2778,0.0081,1.791,0.2685,1.488
99,-5.2127,1.4579,0.5,0.024,-1.9053,0.2761,1.308
0,-7.5186,2.8779,0.2279,0.0579,0.8325,0.2496,2.1166
1,-13.3525,10.735,0.4535,0.0128,-9.5219,0.2571,1.2126
2,-1.6596,-0.0396,0.7847,0.0147,1.8275,0.2649,1.4753
3,-10.2874,6.0729,1.2353,0.055,-10.5962,0.269,2.8056
4,0.7827,-3.7359,0.4099,0.053,0.2108,0.2588,1.0526
5,-4.9961,0.551,0.5504,0.0376,-0.796,0.2517,1.0863
6,-12.4923,8.9339,0.3758,0.0501,-11.4276,0.2582,1.579
7,-7.0464,5.0794,0.3937,0.0104,-4.7229,0.2726,2.7768
